UNSPSC-Code,UNSPSC-Description-eng,UNSPSC-Description-fra,HierarchyLevel-NiveauHierarchique,CommodityType-TypeProduit-eng,CommodityType-TypeProduit-fra,GSINCode-NIBSCode,GSINDescription-NIBSDescription-eng,GSINDescription-NIBSDescription-fra,date-file-published
72101504,"Disaster proofing or contingency services","Services de prévoyance et de mise à l'épreuve de catastrophe",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72101506,"Elevator maintenance services","Services de maintenance d'ascenseurs",L4,Construction,Construction,5169,"Other installation work","Autres travaux de pose d'installations",2021-05-12
72101510,"Plumbing system maintenance or repair","Entretien ou réparation de la plomberie",L4,Construction,Construction,5162,"Water plumbing and drain laying work","Pose d'installations de distribution d'eau et de tout-à-l'égout",2021-05-12
72101511,"Air conditioning installation or maintenance or repair service","Service d'installation, d'entretien ou de réparation de climatiseurs",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72101512,"Hoist construction service","Service de construction de treuils",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72101513,"Offsite construction service","Service de construction hors site",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72101514,"Refuse area construction service","Service de construction de l'aire d'élimination des déchets",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72101515,"Subsidence service work","Travaux d'entretien d'affaissement",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72101519,"Gas fitting installation service","Service d'installation de raccords à gaz",L4,Construction,Construction,5163,"Gas fitting construction work","Pose d'appareils à gaz",2021-05-12
72101520,"Roof framing service","Service d'ossature de toit",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72101521,"Building framing service","Service d'ossature de bâtiment",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72103100,"Conveyance systems installation and repair","Réparation et installation de systèmes de transport",L3,Construction,Construction,5169,"Other installation work","Autres travaux de pose d'installations",2021-05-12
72103300,"Infrastructure maintenance and repair services","Services d'entretien et de réparation d'infrastructure",L3,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72110000,"Residential building construction services","Services de construction de bâtiments résidentiels",L2,Construction,Construction,5121,"General Construction Work for one and two dwelling buildings","Travaux de construction de Maisons à un ou deux logements",2021-05-12
72111000,"Single family dwelling construction services","Services de construction de maisons individuelles",L3,Construction,Construction,5121,"General Construction Work for one and two dwelling buildings","Travaux de construction de Maisons à un ou deux logements",2021-05-12
72111100,"Multiple unit dwelling construction services","Services de construction d'édifices à logements multiples",L3,Construction,Construction,5122,"General Construction Work for multi-dwelling buildings","Travaux de construction d'Immeubles collectifs",2021-05-12
72120000,"Nonresidential building construction services","Services de construction de bâtiments non résidentiels",L2,Construction,Construction,5123,"General Construction Work for warehouses and industrial buildings","Travaux de construction d'Entrepôts et de bâtiments industriels",2021-05-12
72121000,"New industrial building and warehouse construction services","Services de construction de bâtiments industriels et d'entrepôts",L3,Construction,Construction,5123,"General Construction Work for warehouses and industrial buildings","Travaux de construction d'Entrepôts et de bâtiments industriels",2021-05-12
72121100,"Commercial and office building construction services","Services de construction d'édifices commerciaux et d'immeubles à bureaux",L3,Construction,Construction,5124,"General Construction Work for commercial buildings","Travaux de construction de Bâtiments commerciaux",2021-05-12
72121101,"Commercial and office building new construction service","Service de construction d'immeubles commerciaux et de bureaux",L4,Construction,Construction,5124,"General Construction Work for commercial buildings","Travaux de construction de Bâtiments commerciaux",2021-05-12
72121102,"Commercial and office building prefabricated erection service","Service de montage d'immeubles commerciaux et de bureaux préfabriqués",L4,Construction,Construction,5124,"General Construction Work for commercial buildings","Travaux de construction de Bâtiments commerciaux",2021-05-12
72121103,"Commercial and office building renovation and repair service","Service de rénovation et de réparation d'immeubles commerciaux et de bureaux",L4,Construction,Construction,5124,"General Construction Work for commercial buildings","Travaux de construction de Bâtiments commerciaux",2021-05-12
72121104,"Restaurant construction service","Service de construction de restaurants",L4,Construction,Construction,5124,"General Construction Work for commercial buildings","Travaux de construction de Bâtiments commerciaux",2021-05-12
72121105,"Shopping center and mall construction service","Service de construction de centres commerciaux",L4,Construction,Construction,5124,"General Construction Work for commercial buildings","Travaux de construction de Bâtiments commerciaux",2021-05-12
72121200,"Agricultural building construction services","Services de construction de bâtiments agricoles",L3,Construction,Construction,5129,"General Construction Work for other buildings","Travaux de construction d'autres Bâtiments",2021-05-12
72121300,"Automotive garage and service station construction services","Services de construction de garages de mécanique automobile et de stations-service",L3,Construction,Construction,5129,"General Construction Work for other buildings","Travaux de construction d'autres Bâtiments",2021-05-12
72121400,"Specialized public building construction services","Services de construction d'édifices publics spécialisés",L3,Construction,Construction,5129,"General Construction Work for other buildings","Travaux de construction d'autres Bâtiments",2021-05-12
72121500,"Industrial plant construction services","Services de construction d'usines et d'installations industrielles",L3,Construction,Construction,5129,"General Construction Work for other buildings","Travaux de construction d'autres Bâtiments",2021-05-12
72140000,"Heavy construction services","Services de construction lourde",L2,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141000,"Highway and road construction services","Services de construction de routes et d'autoroutes",L3,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141001,"Highway and road new construction service","Service de construction d'autoroutes et de routes neuves",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141002,"Highway and road sign or guardrail construction and repair service","Service de construction et de réparation de panneaux routiers ou de glissières de sécurité",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141003,"Highway and road maintenance service","Service d'entretien des routes et des autoroutes",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141004,"Highway reflector installation service","Service d'installation de réflecteurs routiers",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141100,"Infrastructure building and surfacing and paving services","Services de construction d'infrastructure et services d'asphaltage et de surfaçage",L3,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141101,"Airport runway construction service","Service de construction de pistes d'aéroport",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141102,"Land grading service","Service de nivellement de terrain",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141103,"Highway and road paving service","Service d'asphaltage d'autoroutes et de routes",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141104,"Highway and road resurfacing service","Service de resurfaçage des routes et des autoroutes",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141105,"Sidewalk construction and repair service","Service de construction et de réparation de trottoirs",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141106,"Gravel or dirt road construction service","Service de construction de routes en gravier ou en terre",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141107,"Bridge construction and repair service","Service de construction et de réparation de ponts",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141108,"Tunnel construction and repair service","Service de construction et de réparation de tunnels",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141109,"Viaduct construction and repair service","Service de construction et de réparation de viaducs",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141110,"Oil and gas branch line construction service","Service de construction d'embranchements pétroliers et gaziers",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141111,"Gas main construction service","Service de construction de conduites principales de gaz",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141112,"Natural gas compressor station construction service","Service de construction de stations de compression de gaz naturel",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141113,"Oil and gas pipeline construction service","Service de construction d'oléoducs et de gazoducs",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141114,"Pipeline wrapping service","Service d'enrobage de pipelines",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141115,"Electrical cable laying service","Service de pose de câbles électriques",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141116,"Television cable laying service","Service de pose de câbles de télévision",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141117,"Telephone and communication cable laying service","Service de pose de câbles téléphoniques et de communication",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141118,"Telecommunication transmission tower construction service","Service de construction de tours de transmission de télécommunications",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141119,"Aqueduct construction service","Service de construction d'aqueducs",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141120,"Sewer line construction service","Service de construction de canalisations d'égout",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141121,"Water main construction service","Service de construction de conduites d'eau principales",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141122,"Electric power line construction service","Service de construction de lignes électriques",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141123,"Manhole construction service","Service de construction de regards",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141124,"Pipe laying service","Service de pose de tuyaux",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141125,"Pumping station construction service","Service de construction de stations de pompage",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141126,"Underground utilities construction service","Service de construction de services publics souterrains",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141127,"Seal coating of roads, highways and parking lots","Revêtement d'étanchéité de routes, d'autoroutes et de parcs de stationnement",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141128,"Public square construction and or remodelling service","Service de construction ou de transformation de places publiques",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141129,"Park and garden construction and or remodelling service","Service de construction ou de transformation de parcs et jardins",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141130,"Ornamental fountain construction and or remodelling service","Service de construction ou de transformation de fontaines décoratives",L4,Construction,Construction,5151,"Foundation work, including pile driving","Travaux de fondation, y compris le battage des pieux",2021-05-12
72141200,"Marine construction services","Services de construction maritime",L3,Construction,Construction,5138,"Dredging Services","Services de dragage",2021-05-12
72141206,"Dredging services","Services de dragage",L4,Construction,Construction,5138,"Dredging Services","Services de dragage",2021-05-12
72141400,"Detention facility construction and repair services","Services de construction et de réparation d'établissements de détention",L3,Construction,Construction,5139,"Construction work for for engineering works n.e.c.","Travaux de génie civil n.c.a.",2021-05-12
72141500,"Land preparation services","Services d'aménagement de terrain",L3,Construction,Construction,5139,"Construction work for for engineering works n.e.c.","Travaux de génie civil n.c.a.",2021-05-12
72141502,"Land pre-construction assessment service","Service d'évaluation des terrains avant la construction",L4,Construction,Construction,5113,"Site formation and clearance work","Travaux de remblayage et de déblaiement de sites",2021-05-12
72141503,"Rock removal service","Service d'enlèvement de roches",L4,Construction,Construction,5114,"Excavating and earthmoving work","Travaux de fouille et de terrassement",2021-05-12
72141504,"Timber removal service","Service d'enlèvement de bois",L4,Construction,Construction,5114,"Excavating and earthmoving work","Travaux de fouille et de terrassement",2021-05-12
72141505,"Earthmoving service","Service de terrassement",L4,Construction,Construction,5114,"Excavating and earthmoving work","Travaux de fouille et de terrassement",2021-05-12
72141507,"Pile driving service","Service de battage de pieux",L4,Construction,Construction,5113,"Site formation and clearance work","Travaux de remblayage et de déblaiement de sites",2021-05-12
72141508,"Blasting service except building demolition","Service de dynamitage sauf démolition de bâtiments",L4,Construction,Construction,5114,"Excavating and earthmoving work","Travaux de fouille et de terrassement",2021-05-12
72141509,"Trenching service","Service de creusage de tranchées",L4,Construction,Construction,5114,"Excavating and earthmoving work","Travaux de fouille et de terrassement",2021-05-12
72141510,"Demolition services","Services de démolition",L4,Construction,Construction,5112,"Demolition work","Travaux de démolition",2021-05-12
72141511,"Digging services","Services de creusage",L4,Construction,Construction,5114,"Excavating and earthmoving work","Travaux de fouille et de terrassement",2021-05-12
72141600,"Mass transit system construction services","Services de construction de systèmes de transfert de masse",L3,Construction,Construction,5139,"Construction work for for engineering works n.e.c.","Travaux de génie civil n.c.a.",2021-05-12
72141601,"Light rail construction service","Service de construction de rails légers",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141602,"Right of way cutting service","Service de coupe d'emprises",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141603,"Railroad and railway roadbed construction service","Service de construction de voies ferrées et de plates-formes de chemin de fer",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141604,"Subway construction service","Service de construction de métro",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72141605,"Railway track laying service","Service de pose de voies ferrées",L4,Construction,Construction,5131,"Construction work for civil engineering for highways (except elevated highways), streets , roads, railways and airfield runways","Travaux de construction d'ouvrages de génie civil pour Autoroutes (à l'exclusion des autoroutes sur piliers), rues, routes, voies ferrées et pistes d'aérodromes",2021-05-12
72151002,"Boiler installation and setup service","Service d'installation et de mise au point de chaudières",L4,Construction,Construction,5169,"Other installation work","Autres travaux de pose d'installations",2021-05-12
72151005,"Boiler pressure controller installation","Installation de régulateur de pression de chaudière",L4,Construction,Construction,5169,"Other installation work","Autres travaux de pose d'installations",2021-05-12
72151100,"Plumbing construction services","Services de plomberie",L3,Construction,Construction,5162,"Water plumbing and drain laying work","Pose d'installations de distribution d'eau et de tout-à-l'égout",2021-05-12
72151200,"Heating and cooling and air conditioning HVAC construction and maintenance services","Services d'installation et d'entretien de systèmes de chauffage, de ventilation et de conditionnement d'air (CVCA)",L3,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151201,"HVAC mechanical construction service","Service de construction mécanique de système CVCA",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151202,"HVAC process piping construction service","Service de construction de tuyauterie industrielle pour système de CVCA",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151203,"HVAC solar energy construction service","Service de construction de système de CVCA à énergie solaire",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151204,"HVAC ventilation and duct work construction service","Service de construction de gaines et conduits d'air et de ventilation pour système de CVCA",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151205,"HVAC refrigeration construction service","Service de construction de système de CVCA de réfrigération",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151206,"HVAC heating system construction service","Service de construction de systèmes de CVCA de chauffage",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151207,"Heating and cooling and air conditioning HVAC installation and maintenance service","Service d'installation et d'entretien de systèmes de chauffage, de ventilation et de conditionnement d'air (CVCA)",L4,Construction,Construction,5161,"Heating, ventilation and air conditioning work","Pose d'installations de chauffage, de ventilation et de climatisation",2021-05-12
72151300,"Painting and paper hanging services","Services de peinture et de pose de papier peint",L3,Construction,Construction,5173,"Painting work","Travaux de peinture",2021-05-12
72151301,"Residential painting service","Service de peinture résidentielle",L4,Construction,Construction,5173,"Painting work","Travaux de peinture",2021-05-12
72151302,"Commercial painting service","Service de peinture commerciale",L4,Construction,Construction,5173,"Painting work","Travaux de peinture",2021-05-12
72151303,"Industrial painting service","Service de peinture industrielle",L4,Construction,Construction,5173,"Painting work","Travaux de peinture",2021-05-12
72151305,"Bridge painting service","Service de peinture de ponts",L4,Construction,Construction,5173,"Painting work","Travaux de peinture",2021-05-12
72151306,"Pavement marking service","Service de marquage de chaussée",L4,Construction,Construction,5173,"Painting work","Travaux de peinture",2021-05-12
72151308,"Paper hanging service","Service de pose de papier peint",L4,Construction,Construction,5173,"Painting work","Travaux de peinture",2021-05-12
72151400,"Wall covering construction services","Services de pose de revêtements muraux",L3,Construction,Construction,5175,"Other floor laying, wall covering and wall papering work","Autres travaux de revêtement des sols et des murs, y compris la pose de papiers muraux",2021-05-12
72151500,"Electrical system services","Services spécialisés dans les installations électriques",L3,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151501,"Lighting installation services","Services d'installation d'appareils d'éclairage",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151502,"Electric power system construction service","Services d'installation de réseaux électriques",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151503,"Cogeneration plant construction service","Services de construction de centrales de cogénération",L4,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72151504,"Computer power conditioning service","Services d'installation de systèmes de conditionnement de l'alimentation des ordinateurs",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151505,"Standby or emergency power installation service","Services d'installation d'un système d'alimentation électrique ou d'un groupe électrogène de secours",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151506,"Switchgear and related devices installation service","Services d'installation d'appareillage de commutation et d'autres dispositifs connexes",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151507,"Electronic controls installation service","Services d'installation de commandes électroniques",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151508,"Computerized controls installation service","Services d'installation de commandes informatisées",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151509,"Energy management controls installation service","Services d'installation de systèmes de gestion de l'énergie",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151510,"Environmental system control installation service","Services d'installation de commandes de régulation climatique",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151511,"Lighting system maintenance or repair service","Services d'entretien et de réparation des appareils d'éclairage",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151514,"Standby or emergency power maintenance service","Services d'entretien des systèmes d'alimentation de secours",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151515,"Electrical inspection service","Services d'inspection des installations électriques",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151600,"Specialized communication system services","Services spécialisés en systèmes de communication",L3,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151601,"Cable television installation service","Service d'installation de télévisions par câble",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151602,"Fiber optic cable installation service","Service d'installation de câbles de fibre optique",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151603,"Specialized sound equipment installation service","Service d'installation d'équipement sonore spécialisé",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151604,"Telephone and telephone equipment installation service","Service d'installation de téléphones et d'équipement téléphonique",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151605,"Voice and data and video wiring service","Service de câblage voix, données et vidéo",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151606,"Underground engineering for communication equipment","Génie souterrain pour appareils de communication",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151607,"Overground engineering for communication equipment","Génie en surface pour appareils de communication",L4,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151700,"Safety and security system installation services","Services d'installation de systèmes de sécurité et de protection",L3,Construction,Construction,5164,"Electrical work","Pose d'installations électriques",2021-05-12
72151800,"Machine installation and maintenance and repair services","Services d'installations, d'entretien et de réparation de machinerie",L3,Construction,Construction,5159,"Other special trade construction work","Autres travaux d'entreprises de construction spécialisées",2021-05-12
72151900,"Masonry and stonework services","Services de maçonnerie et d'ouvrages en pierres",L3,Construction,Construction,5156,"Masonry work","Travaux de maçonnerie",2021-05-12
72152000,"Plastering and drywall services","Services de plâtrage et de pose de cloisons sèches",L3,Construction,Construction,5172,"Plastering work","Travaux de plâtrerie",2021-05-12
72152100,"Acoustical and insulation services","Services d'insonorisation et d'isolation",L3,Construction,Construction,5165,"Insulation work (electrical wiring, water, heat, sound)","Travaux d'isolation (isolation des installations électriques, étanchéité, isolation thermique et isolation acoustique)",2021-05-12
72152200,"Terrazzo tile and marble and mosaic services","Services de pose de carrelages mosaïques, de marbre et de carreaux en terrazzo",L3,Construction,Construction,5174,"Floor and wall tiling work","Pose de carreaux de dallage et de revêtement mural",2021-05-12
72152300,"Carpentry services","Services de menuiserie",L3,Construction,Construction,5176,"Wood and metal joinery and carpentry work","Travaux de charpente et de menuiserie (bois et métal)",2021-05-12
72152400,"Window and door installation and erection services","Services de montage et d'installation de portes et fenêtres",L3,Construction,Construction,5171,"Glazing work and window glass installation work","Travaux de vitrerie et pose de vitrages",2021-05-12
72152500,"Floor laying services","Services spécialisés en revêtements de sol",L3,Construction,Construction,5175,"Other floor laying, wall covering and wall papering work","Autres travaux de revêtement des sols et des murs, y compris la pose de papiers muraux",2021-05-12
72152600,"Roofing and siding and sheet metal services","Services spécialisés de toiture, de parement et de tôlerie",L3,Construction,Construction,5153,"Roofing and water proofing","Couverture et étanchéité extérieure",2021-05-12
72152601,"Roofing service","Service de toiture",L4,Construction,Construction,5153,"Roofing and water proofing","Couverture et étanchéité extérieure",2021-05-12
72152602,"Gutter and downspout service","Service de gouttières et de tuyaux de descente pluviale",L4,Construction,Construction,5153,"Roofing and water proofing","Couverture et étanchéité extérieure",2021-05-12
72152603,"Skylight installation service","Service d'installation de puits de lumière",L4,Construction,Construction,5153,"Roofing and water proofing","Couverture et étanchéité extérieure",2021-05-12
72152604,"Architectural sheet metal service","Service de pose de tôles architecturales",L4,Construction,Construction,5176,"Wood and metal joinery and carpentry work","Travaux de charpente et de menuiserie (bois et métal)",2021-05-12
72152605,"Ceiling erection and repair service","Service de montage et de réparation de plafonds",L4,Construction,Construction,5153,"Roofing and water proofing","Couverture et étanchéité extérieure",2021-05-12
72152606,"Siding installation and repair service","Service d'installation et de réparation de parement",L4,Construction,Construction,5153,"Roofing and water proofing","Couverture et étanchéité extérieure",2021-05-12
72152607,"Chute installation service","Service d'installation de goulottes",L4,Construction,Construction,5153,"Roofing and water proofing","Couverture et étanchéité extérieure",2021-05-12
72152700,"Concrete installation and repair services","Services d'installation et de réparation de béton",L3,Construction,Construction,5154,"Concrete work","Travaux du béton",2021-05-12
72152800,"Water well drilling services","Services de forage de puits d'eau",L3,Construction,Construction,5152,"Water well drilling","Forage des puits d'eau",2021-05-12
72152900,"Structural steel erection services","Services de montage d'éléments en acier de construction",L3,Construction,Construction,5155,"Steel bending and erection, including welding","Travaux de cintrage et montage des ossatures métalliques, y compris les travaux de soudure",2021-05-12
72153000,"Glass and glazing services","Services spécialisés dans le verre et les vitrages",L3,Construction,Construction,5171,"Glazing work and window glass installation work","Travaux de vitrerie et pose de vitrages",2021-05-12
72153001,"Ballistic resistant glazing installation service","Service d'installation de vitrage balistique",L4,Construction,Construction,5171,"Glazing work and window glass installation work","Travaux de vitrerie et pose de vitrages",2021-05-12
72153002,"Glazing installation and repair service","Service d'installation et de réparation de vitrage",L4,Construction,Construction,5171,"Glazing work and window glass installation work","Travaux de vitrerie et pose de vitrages",2021-05-12
72153100,"Athletic and recreational facility construction services","Services de construction d'installations de sports et récréatives",L3,Construction,Construction,5125,"General Construction Work for public entertainment buildings","Travaux de construction de Bâtiments abritant des activités de spectacle",2021-05-12
72153200,"Coating and caulking and weather water and fireproofing services","Services d'enduit, de calfeutrage, d'imperméabilisation, d'étanchéisation et d'ignifugeage",L3,Construction,Construction,5165,"Insulation work (electrical wiring, water, heat, sound)","Travaux d'isolation (isolation des installations électriques, étanchéité, isolation thermique et isolation acoustique)",2021-05-12
72153300,"Service station equipment installation and maintenance services","Services d'installation et d'entretien d'équipement de station-service",L3,Construction,Construction,5124,"General Construction Work for commercial buildings","Travaux de construction de Bâtiments commerciaux",2021-05-12
72153400,"Rigging and scaffolding services","Services de montage d'appareils de levage et d'échafaudages",L3,Construction,Construction,5116,"Scaffolding work","Travaux d'échafaudage",2021-05-12
